category,article,citation_link
Health,Health,https://doi.org/10.1177%2F1359105305057310
Health,Health,https://pubmed.ncbi.nlm.nih.gov/16176953
Health,Health,https://api.semanticscholar.org/CorpusID:23314208
Health,Health,http://www.chce.research.va.gov/docs/pdfs/pi_publications/Harris/2005_Harris_Thoresen_JHS.pdf
Health,Health,https://doi.org/10.1093%2Fageing%2Fafp089
Health,Health,https://pubmed.ncbi.nlm.nih.gov/19474036
Health,Health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3181832
Health,Health,https://doi.org/10.31887%2FDCNS.2006.8.4%2Fbmcewen
Health,Health,https://pubmed.ncbi.nlm.nih.gov/17290796
Health,Health,http://www.hse.gov.uk/skin/
Health,Health,https://www.cdc.gov/niosh/topics/skin/
Health,Health,https://www.cdc.gov/niosh/
Health,Health,https://www.osha.gov/
Health,Health,http://www.hse.gov.uk/
Health,Health,https://www.wikidata.org/wiki/Q12147#identifiers
Health,Health,https://www.who.int/about/governance/constitution
Health,Health,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Health&library=OLBP
Health,Health,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Health
Health,Health,https://ftl.toolforge.org/cgi-bin/ftl?st=wp&su=Health&library=0CHOOSE0
Health,Health,https://id.worldcat.org/fast/952743
Health,Health,https://d-nb.info/gnd/4020754-7
Health,Health,https://id.loc.gov/authorities/sh85059518
Health,Health,https://catalogue.bnf.fr/ark:/12148/cb11945860z
Health,Health,https://data.bnf.fr/ark:/12148/cb11945860z
Health,Health,https://aleph.nkp.cz/F/?func=find-c&local_base=aut&ccl_term=ica=ph127590&CON_LNG=ENG
Health,Health,https://kopkatalogs.lv/F?func=direct&local_base=lnc10&doc_number=000071248&P_CON_LNG=ENG
Health,Health,https://www.nli.org.il/en/authorities/987007553277305171
Health,Health,https://islamansiklopedisi.org.tr/sihhat
Health,Health,https://lux.collections.yale.edu/view/concept/66532904-2e6c-4cf7-9fff-070641915b2e
Health,Affective haptics,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.674.243
Health,Affective haptics,https://doi.org/10.1007%2F978-3-642-02315-6_27
Health,Affective haptics,https://docs.google.com/fileview?id=0B7tY4Dkw2zqMNjc3ZjNlMTEtODE0My00ZjVjLTljMzEtYmEyNjU5MDMwYWRl&hl=en&authkey=CNivkvwP
Health,Affective haptics,https://doi.org/10.1109%2FACII.2009.5349516
Health,Affective haptics,http://web.me.com/cludwig/Site/Philosophie_de_lesprit_files/james.pdf
Health,Affective haptics,https://doi.org/10.1093%2Fmind%2Fos-IX.34.188
Health,Affective haptics,https://web.archive.org/web/20220416121725/http://www-psych.stanford.edu/~lera/273/zajonc-psychreview-1989.pdf
Health,Affective haptics,https://doi.org/10.1037%2F0033-295X.96.3.395
Health,Affective haptics,https://pubmed.ncbi.nlm.nih.gov/2756066
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:8690629
Health,Affective haptics,http://www-psych.stanford.edu/~lera/273/zajonc-psychreview-1989.pdf
Health,Affective haptics,https://archive.org/details/isbn_9780838577011
Health,Affective haptics,https://doi.org/10.1007%2Fs10055-005-0014-2
Health,Affective haptics,https://pubmed.ncbi.nlm.nih.gov/24807416
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:17809554
Health,Affective haptics,https://doi.org/10.1109%2FROMAN.2003.1251879
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:380315
Health,Affective haptics,https://web.archive.org/web/20100923102952/http://floydmueller.com/achievements/hug_over_a_distance_paper.pdf
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:12632537
Health,Affective haptics,http://floydmueller.com/achievements/hug_over_a_distance_paper.pdf
Health,Affective haptics,https://doi.org/10.1007%2F978-3-642-14064-8_49
Health,Affective haptics,https://doi.org/10.1155%2F2010%2F209801
Health,Affective haptics,https://doi.org/10.1007%2F978-3-642-12604-8_9
Health,Affective haptics,https://doi.org/10.1109%2FMMSP.2007.4412862
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:17661808
Health,Affective haptics,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.408.3683
Health,Affective haptics,https://doi.org/10.4304%2Fjmm.3.3.18-25
Health,Affective haptics,https://doi.org/10.1109%2FWHC.2009.4810832
Health,Affective haptics,https://api.semanticscholar.org/CorpusID:28364374
Health,Affective haptics,https://web.archive.org/web/20140504081040/http://wp.pibds.com/wp-content/uploads/2014/03/Svir_Product.png
Health,Affective haptics,https://web.archive.org/web/20110629143618/http://www.computer.org/portal/web/toh%20
Health,Affective haptics,https://sites.google.com/site/dzmitrytsetserukou/media-press/affective-haptics%20
Health,Affective haptics,https://www.youtube.com/watch?v=Y84XbpDUVxc
Health,Age of onset,http://www.scoliosis.org/info.php
Health,Age of onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6117493
Health,Age of onset,https://doi.org/10.1111%2Fhex.12669
Health,Age of onset,https://search.worldcat.org/issn/1369-6513
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/29424066
Health,Age of onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4831034
Health,Age of onset,https://doi.org/10.1212%2Fwnl.0000000000002461
Health,Age of onset,https://search.worldcat.org/issn/0028-3878
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/26865518
Health,Age of onset,https://doi.org/10.1007%2Fs00415-017-8600-2
Health,Age of onset,https://search.worldcat.org/issn/0340-5354
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/28849405
Health,Age of onset,https://api.semanticscholar.org/CorpusID:37872535
Health,Age of onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4968341
Health,Age of onset,https://doi.org/10.1182%2Fblood-2015-10-676098
Health,Age of onset,https://search.worldcat.org/issn/0006-4971
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/26712909
Health,Age of onset,https://doi.org/10.1038%2Fsj.onc.1206630
Health,Age of onset,https://search.worldcat.org/issn/0950-9232
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/13679864
Health,Age of onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3240813
Health,Age of onset,https://doi.org/10.1097%2Fppo.0b013e318238f579
Health,Age of onset,https://search.worldcat.org/issn/1528-9117
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/22157293
Health,Age of onset,https://www.hal.inserm.fr/inserm-01059046/file/Fanen_IJCBC_14_HAL.pdf
Health,Age of onset,https://doi.org/10.1016%2Fj.biocel.2014.02.023
Health,Age of onset,https://search.worldcat.org/issn/1357-2725
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/24631642
Health,Age of onset,https://doi.org/10.1016%2Fs0092-8674(00)81023-5
Health,Age of onset,https://search.worldcat.org/issn/0092-8674
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/8598035
Health,Age of onset,https://api.semanticscholar.org/CorpusID:10751319
Health,Age of onset,https://doi.org/10.1001%2Fjamapsychiatry.2013.38
Health,Age of onset,https://search.worldcat.org/issn/2168-622X
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/23575746
Health,Age of onset,http://bjp.rcpsych.org/content/202/s54/s5
Health,Age of onset,https://doi.org/10.1192%2Fbjp.bp.112.119164
Health,Age of onset,https://search.worldcat.org/issn/0007-1250
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/23288502
Health,Age of onset,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3080674
Health,Age of onset,https://doi.org/10.1093%2Fschbul%2Fsbr030
Health,Age of onset,https://search.worldcat.org/issn/0586-7614
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/21505117
Health,Age of onset,https://doi.org/10.1093%2Fgeronj%2F46.2.b47
Health,Age of onset,https://search.worldcat.org/issn/0022-1422
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/1997563
Health,Age of onset,https://doi.org/10.2307%2F2408434
Health,Age of onset,https://search.worldcat.org/issn/0014-3820
Health,Age of onset,https://www.jstor.org/stable/2408434
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/28555803
Health,Age of onset,https://doi.org/10.1111%2Fj.1558-5646.1984.tb00369.x
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/28555795
Health,Age of onset,https://doi.org/10.1111%2Fj.1558-5646.1992.tb01986.x
Health,Age of onset,https://www.jstor.org/stable/2409806
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/28564973
Health,Age of onset,https://doi.org/10.2307%2F2389786
Health,Age of onset,https://search.worldcat.org/issn/0269-8463
Health,Age of onset,https://www.jstor.org/stable/2389786
Health,Age of onset,https://doi.org/10.1111%2Fj.1558-5646.1993.tb02105.x
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/28568728
Health,Age of onset,https://doi.org/10.1038%2F35012693
Health,Age of onset,https://search.worldcat.org/issn/0028-0836
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/10830948
Health,Age of onset,https://api.semanticscholar.org/CorpusID:4402039
Health,Age of onset,https://doi.org/10.1046%2Fj.1365-2540.2000.00737.x
Health,Age of onset,https://search.worldcat.org/issn/0018-067X
Health,Age of onset,https://pubmed.ncbi.nlm.nih.gov/11012712
Health,Attachment and health,https://doi.org/10.1016%2Fs0163-8343(01)00141-4
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/11543843
Health,Attachment and health,https://doi.org/10.1016%2Fs0033-3182(82)73404-8
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/7079441
Health,Attachment and health,https://doi.org/10.1016%2Fj.jpsychores.2009.08.006
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20846544
Health,Attachment and health,https://doi.org/10.1037%2F0012-1649.28.5.759
Health,Attachment and health,https://doi.org/10.1111%2F1467-8624.00178
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/10953936
Health,Attachment and health,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.541.384
Health,Attachment and health,https://doi.org/10.1111%2F1467-8624.00176
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/10953934
Health,Attachment and health,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.472.7765
Health,Attachment and health,https://doi.org/10.2190%2Fag.69.2.c
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/19960862
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:12358487
Health,Attachment and health,https://doi.org/10.1037%2F0022-3514.61.2.226
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/1920064
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:3547883
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5004628
Health,Attachment and health,https://doi.org/10.1080%2F15299732.2016.1141149
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26836233
Health,Attachment and health,https://doi.org/10.1080%2F14616739900134161
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/11708228
Health,Attachment and health,https://doi.org/10.1521%2Fpdps.2012.40.4.549
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/23216396
Health,Attachment and health,https://doi.org/10.1046%2Fj.1365-2214.2000.00146.x
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/10931068
Health,Attachment and health,https://doi.org/10.1007%2Fs11920-008-0049-7
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/18627668
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:34039857
Health,Attachment and health,https://zenodo.org/record/896972
Health,Attachment and health,https://doi.org/10.1097%2F01.psy.0000138125.59122.23
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/15385697
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:17506824
Health,Attachment and health,https://doi.org/10.1037%2Fa0020061
Health,Attachment and health,https://search.worldcat.org/issn/1930-7810
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20658833
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2806947
Health,Attachment and health,https://doi.org/10.1016%2Fj.pain.2009.02.013
Health,Attachment and health,https://search.worldcat.org/issn/1872-6623
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/19345016
Health,Attachment and health,https://doi.org/10.1007%2Fs10865-015-9623-8
Health,Attachment and health,https://search.worldcat.org/issn/1573-3521
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25716120
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:11449816
Health,Attachment and health,https://doi.org/10.1155%2F2005%2F745650
Health,Attachment and health,https://search.worldcat.org/issn/1203-6765
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/16341306
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2821505
Health,Attachment and health,https://doi.org/10.1007%2Fs10862-009-9163-z
Health,Attachment and health,https://search.worldcat.org/issn/0882-2689
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20174446
Health,Attachment and health,https://doi.org/10.1023%2FA:1024515519160
Health,Attachment and health,https://search.worldcat.org/issn/0146-7239
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:18640854
Health,Attachment and health,https://doi.org/10.1017%2Fs0954579499001923
Health,Attachment and health,https://search.worldcat.org/issn/0954-5794
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/10208353
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:17956147
Health,Attachment and health,"http://centaur.reading.ac.uk/17513/1/Fearon_et_al.,_2010.pdf"
Health,Attachment and health,https://doi.org/10.1111%2Fj.1467-8624.2009.01405.x
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20438450
Health,Attachment and health,https://doi.org/10.1111%2Fj.1467-8624.2011.01711.x
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22235928
Health,Attachment and health,https://archive.org/details/handbookattachme00cass
Health,Attachment and health,https://archive.org/details/handbookattachme00cass/page/n737
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3266769
Health,Attachment and health,https://doi.org/10.1016%2Fj.wpsyc.2012.01.003
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22294997
Health,Attachment and health,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.327.2676
Health,Attachment and health,https://doi.org/10.1207%2FS15327957PSPR0504_1
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:11179189
Health,Attachment and health,https://www.zora.uzh.ch/id/eprint/5410/2/Ditzen-JPR_accepted_MS_2008V.pdf
Health,Attachment and health,https://doi.org/10.1016%2Fj.jpsychores.2007.11.011
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/18440400
Health,Attachment and health,https://doi.org/10.1016%2Fj.jpsychores.2005.08.013
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/16516661
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4298031
Health,Attachment and health,https://doi.org/10.1111%2Fpsyp.12075
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/23808770
Health,Attachment and health,https://biblio.ugent.be/publication/1091912
Health,Attachment and health,https://doi.org/10.1016%2Fj.biopsycho.2010.06.006
Health,Attachment and health,https://hdl.handle.net/1854%2FLU-1091912
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20600574
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:16018292
Health,Attachment and health,https://doi.org/10.1037%2F0022-3514.90.4.613
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/16649858
Health,Attachment and health,https://doi.org/10.1016%2Fj.psyneuen.2008.01.013
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/18329180
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:17972359
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2041804
Health,Attachment and health,https://doi.org/10.1016%2Fj.biopsycho.2007.06.002
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/17681662
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3114075
Health,Attachment and health,https://doi.org/10.1016%2Fj.psyneuen.2010.10.014
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/21106296
Health,Attachment and health,https://eprints.mdx.ac.uk/19590/2/TSST-G_accepted.pdf
Health,Attachment and health,https://doi.org/10.3109%2F10253890.2015.1021676
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25758939
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:10331462
Health,Attachment and health,https://doi.org/10.1016%2Fj.biopsycho.2010.02.015
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20206227
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:40360843
Health,Attachment and health,https://doi.org/10.1080%2F10253890701706670
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/18465468
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:9748747
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4709978
Health,Attachment and health,https://doi.org/10.1186%2Fs40359-016-0105-8
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26754482
Health,Attachment and health,https://doi.org/10.1016%2Fs0893-133x(99)00129-3
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/10649824
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4333768
Health,Attachment and health,https://doi.org/10.3389%2Ffnhum.2015.00079
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25745393
Health,Attachment and health,https://doi.org/10.1002%2F(sici)1098-108x(199609)20:2%3C115::aid-eat1%3E3.0.co;2-j
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/8863063
Health,Attachment and health,https://doi.org/10.1080%2F08897077.2014.983586
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25424652
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:19610124
Health,Attachment and health,https://doi.org/10.1002%2Ferv.999
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20148392
Health,Attachment and health,https://doi.org/10.1080%2F14616730902814762
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/19455453
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:29049875
Health,Attachment and health,https://doi.org/10.1353%2Fcsd.2014.0004
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:144528109
Health,Attachment and health,https://doi.org/10.1038%2Fijo.2010.72
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20351734
Health,Attachment and health,https://doi.org/10.1016%2Fj.appet.2015.03.026
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25828596
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:16958565
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5483991
Health,Attachment and health,https://doi.org/10.1097%2FPSY.0000000000000107
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25264975
Health,Attachment and health,https://doi.org/10.1016%2Fj.addbeh.2006.08.005
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/16996225
Health,Attachment and health,https://doi.org/10.1111%2Fj.1369-1600.2011.00413.x
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22126256
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:20494447
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3430035
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22973379
Health,Attachment and health,https://doi.org/10.1080%2F14616730902815009
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/19455456
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:19833675
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4847702
Health,Attachment and health,https://doi.org/10.1093%2Fscan%2Fnsw006
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26796966
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6869236
Health,Attachment and health,https://doi.org/10.1002%2Fhbm.22866
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26046928
Health,Attachment and health,https://doi.org/10.1016%2Fj.socscimed.2012.01.009
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22398142
Health,Attachment and health,https://estudogeral.sib.uc.pt/bitstream/10316/47391/1/2014%20Adult%20Attachment%20Labour%20Pain.pdf
Health,Attachment and health,https://doi.org/10.1097%2Fpsy.0000000000000040
Health,Attachment and health,https://hdl.handle.net/10316%2F47391
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/24608037
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:1748655
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3816981
Health,Attachment and health,https://doi.org/10.1016%2Fj.jpsychores.2012.02.002
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22469278
Health,Attachment and health,https://doi.org/10.1007%2Fs10964-015-0409-7
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26718543
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:25063290
Health,Attachment and health,https://doi.org/10.1177%2F0146167204264794
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/15257790
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:30814969
Health,Attachment and health,https://www.psypost.org/2022/08/attachment-insecurities-shape-how-individuals-and-their-romantic-partners-feel-during-sex-study-suggests-63705
Health,Attachment and health,https://doi.org/10.1080%2F14616734.2011.562419
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/21506032
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:25846568
Health,Attachment and health,https://doi.org/10.3109%2F0886022X.2015.1010989
Health,Attachment and health,https://hdl.handle.net/11573%2F676651
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/25687387
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:207478483
Health,Attachment and health,https://doi.org/10.1016%2Fj.pec.2010.08.005
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20869188
Health,Attachment and health,https://doi.org/10.1007%2Fs11695-013-1009-9
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/23757051
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:37141701
Health,Attachment and health,https://doi.org/10.1177%2F1359105312454910
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/22933580
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:206710746
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4718322
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/24779284
Health,Attachment and health,https://doi.org/10.1037%2F0278-6133.13.4.334
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/7957012
Health,Attachment and health,https://doi.org/10.1176%2Fappi.ajp.158.1.29
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/11136630
Health,Attachment and health,https://doi.org/10.1017%2Fs0033291711001589
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/21880165
Health,Attachment and health,https://api.semanticscholar.org/CorpusID:44448043
Health,Attachment and health,https://doi.org/10.1161%2Fcircoutcomes.108.825471
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/20031831
Health,Attachment and health,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4575213
Health,Attachment and health,https://ui.adsabs.harvard.edu/abs/2015PLoSO..1036723B
Health,Attachment and health,https://doi.org/10.1371%2Fjournal.pone.0136723
Health,Attachment and health,https://pubmed.ncbi.nlm.nih.gov/26381140
Health,Basic needs,https://web.archive.org/web/20140319063854/http://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/documents/genericdocument/wcms_193047.pdf
Health,Basic needs,http://www.ilo.org/wcmsp5/groups/public/---dgreports/---dcomm/documents/genericdocument/wcms_193047.pdf
Health,Basic needs,https://doi.org/10.1111%2Fj.1467-7679.1976.tb00338.x
Health,Basic needs,http://opendocs.ids.ac.uk/opendocs/handle/123456789/10859
Health,Basic needs,https://doi.org/10.1111%2Fj.1759-5436.1978.mp9004004.x
Health,Basic needs,https://www.researchgate.net/publication/304077365
Health,Basic needs,https://doi.org/10.1007%2F978-94-007-6167-4_442-1
Health,Basic needs,https://api.semanticscholar.org/CorpusID:227020230
Health,Basic needs,https://web.archive.org/web/20080726160118/http://www.un.org/esa/sustdev/sdissues/poverty/poverty_decisions
Health,Basic needs,https://www.un.org/esa/sustdev/sdissues/poverty/poverty_decisions
Health,Basic needs,https://www.fraserinstitute.org/WorkArea/DownloadAsset.aspx?id=3443
Health,Basic needs,https://web.archive.org/web/20130521081014/https://www.fraserinstitute.org/WorkArea/DownloadAsset.aspx?id=3443
Health,Basic needs,https://www.oecd.org/els/soc/41494435.pdf
Health,Basic needs,https://archive.org/details/povertypolicyinc00raph
Health,Basic needs,https://web.archive.org/web/20120406204939/http://www.cspi.org/books/poverty_canada
Health,Basic needs,http://www.cspi.org/books/poverty_canada
Health,Basic needs,http://www.conferenceboard.ca/hcp/details/society/child-poverty.aspx
Health,Basic needs,https://pubmed.ncbi.nlm.nih.gov/19650510
Health,Basic needs,https://www.cbc.ca/news/business/canada-falling-behind-on-poverty-inequality-says-report-1.1332406
Health,Basic needs,https://aspe.hhs.gov/topics/poverty-economic-mobility/poverty-guidelines
Health,Basic needs,https://data.census.gov/cedsci/all?q=poverty%20level&hidePreview=false&tid=ACSST1Y2018.S1701&t=Poverty
Health,Basic needs,https://www.fns.usda.gov/snap/history
Health,Basic needs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6603458
Health,Basic needs,https://doi.org/10.2105%2FAJPH.2019.305070
Health,Basic needs,https://search.worldcat.org/issn/0090-0036
Health,Basic needs,https://pubmed.ncbi.nlm.nih.gov/31166716
Health,Basic needs,https://www.economy.com/mark-zandi/documents/Stimulus-Impact-2008.pdf
Health,Basic needs,https://doi.org/10.1111%2F1468-2427.12515
Health,Basic needs,https://hdl.handle.net/10.1111%2F1468-2427.12515
Health,Basic needs,https://web.archive.org/web/20131130075237/http://www.fns.usda.gov/wic/about-wic-wics-mission
Health,Basic needs,https://www.fns.usda.gov/wic/about-wic-wics-mission
Health,Basic needs,https://academic.oup.com/sw/article/63/3/276/4990809
Health,Basic needs,https://doi.org/10.1093%2Fsw%2Fswy023
Health,Basic needs,https://search.worldcat.org/issn/0037-8046
Health,Basic needs,https://pubmed.ncbi.nlm.nih.gov/29722871
Health,Basic needs,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6603488
Health,Basic needs,https://doi.org/10.2105%2FAJPH.2019.305073
Health,Basic needs,https://pubmed.ncbi.nlm.nih.gov/31166715
Health,Basic needs,https://doi.org/10.1002%2Fcc.20328
Health,Basic needs,https://api.semanticscholar.org/CorpusID:150344440
Health,Basic needs,https://www.wikidata.org/wiki/Q1550467#identifiers
Health,Basic needs,https://ssrn.com/abstract=1431594
Health,Basic needs,https://d-nb.info/gnd/4158371-1
Health,Basic needs,https://lux.collections.yale.edu/view/concept/8ccc7c98-4efd-4f76-9592-76b359362518
History,History,https://books.google.com/books?id=OX7d7u_2rF4C&pg=PA41
History,History,https://books.google.com/books?id=MWDxDwAAQBAJ&pg=PT133
History,History,https://books.google.com/books?id=pTucAQAAQBAJ&pg=PA9
History,History,https://books.google.com/books?id=FeVdNxyFiKsC&pg=PA2
History,History,https://books.google.com/books?id=-lSsDAAAQBAJ&pg=PA5
History,History,https://books.google.com/books?id=8-zMCwAAQBAJ&pg=PA1
History,History,https://books.google.com/books?id=XneTstDbcC0C&pg=PA457
History,History,https://books.google.com/books?id=1lN-DwAAQBAJ&pg=PA300
History,History,https://books.google.com/books?id=4CooTRuA3kAC&pg=PA172
